county,precinct,office,district,party,candidate,votes,early_voting,election_day
Medina,3B,Justice 4th Court of Appeals District Place 6,,REP,Jason Pulliam,197,126,71
Medina,3B,Justice 4th Court of Appeals District Place 6,,DEM,Irene Rios,69,18,51
Medina,3B,PROPOSITION 1,,REP,FOR,193,124,69
Medina,3B,PROPOSITION 1,,REP,AGAINST,74,48,26
Medina,3B,PROPOSITION 2,,REP,FOR,168,106,62
Medina,3B,PROPOSITION 2,,REP,AGAINST,97,65,32
Medina,3B,PROPOSITION 3,,REP,FOR,214,137,77
Medina,3B,PROPOSITION 3,,REP,AGAINST,49,30,19
Medina,3B,PROPOSITION 4,,REP,FOR,260,166,94
Medina,3B,PROPOSITION 4,,REP,AGAINST,7,7,0
Medina,3B,REFERENDA ITEM 1,,DEM,FOR,34,17,17
Medina,3B,REFERENDA ITEM 1,,DEM,AGAINST,1,0,1
Medina,3B,REFERENDA ITEM 2,,DEM,FOR,29,14,15
Medina,3B,REFERENDA ITEM 2,,DEM,AGAINST,4,3,1
Medina,3B,REFERENDA ITEM 3,,DEM,FOR,33,19,14
Medina,3B,REFERENDA ITEM 3,,DEM,AGAINST,3,0,3
Medina,3B,REFERENDA ITEM 4,,DEM,FOR,32,16,16
Medina,3B,REFERENDA ITEM 4,,DEM,AGAINST,3,2,1
Medina,3B,REFERENDA ITEM 5,,DEM,FOR,27,14,13
Medina,3B,REFERENDA ITEM 5,,DEM,AGAINST,10,5,5
Medina,3B,REFERENDA ITEM 6,,DEM,FOR,26,16,10
Medina,3B,REFERENDA ITEM 6,,DEM,AGAINST,10,3,7
Medina,3C,Registered Voters - Total,,,,2393,,
Medina,3C,President,,REP,Carly Fiorina,0,0,0
Medina,3C,President,,REP,Rick Santorum,0,0,0
Medina,3C,President,,REP,Marco Rubio,47,26,21
Medina,3C,President,,REP,Rand Paul,2,1,1
Medina,3C,President,,REP,Mike Huckabee,2,2,0
Medina,3C,President,,REP,Elizabeth Gray,0,0,0
Medina,3C,President,,REP,Chris Christie,1,0,1
Medina,3C,President,,REP,Jeb Bush,8,7,1
Medina,3C,President,,REP,Ted Cruz,257,138,119
Medina,3C,President,,REP,Lindsey Graham,0,0,0
Medina,3C,President,,REP,Ben Carson,10,7,3
Medina,3C,President,,REP,Donald J. Trump,157,75,82
Medina,3C,President,,REP,John R. Kasich,9,7,2
Medina,3C,President,,REP,Uncommitted,10,6,4
Medina,3C,President,,DEM,Willie L. Wilson,1,1,0
Medina,3C,President,,DEM,Star Locke,0,0,0
Medina,3C,President,,DEM,Hillary Clinton,108,47,61
Medina,3C,President,,DEM,Keith Judd,0,0,0
Medina,3C,President,,DEM,"Roque ""Rocky"" De La Fuente",1,0,1
Medina,3C,President,,DEM,Martin J. O'Malley,0,0,0
Medina,3C,President,,DEM,Calvis L. Hawes,0,0,0
Medina,3C,President,,DEM,Bernie Sanders,38,16,22
Medina,3C,U.S. House,23,REP,"William ""Hart"" Peterson",105,58,47
Medina,3C,U.S. House,23,REP,Will Hurd,344,191,153
Medina,3C,U.S. House,23,DEM,Lee Keenen,21,9,12
Medina,3C,U.S. House,23,DEM,Pete P. Gallego,120,52,68
Medina,3C,Railroad Commissioner,,REP,Gary Gates,123,69,54
Medina,3C,Railroad Commissioner,,REP,John Greytok,15,10,5
Medina,3C,Railroad Commissioner,,REP,Weston Martinez,50,23,27
Medina,3C,Railroad Commissioner,,REP,Ron Hale,56,26,30
Medina,3C,Railroad Commissioner,,REP,Lance N. Christian,27,16,11
Medina,3C,Railroad Commissioner,,REP,Doug Jeffrey,40,26,14
Medina,3C,Railroad Commissioner,,REP,Wayne Christian,99,65,34
Medina,3C,Railroad Commissioner,,DEM,Lon Burnam,17,8,9
Medina,3C,Railroad Commissioner,,DEM,Grady Yarbrough,55,26,29
Medina,3C,Railroad Commissioner,,DEM,Cody Garrett,45,22,23
Medina,3C,"Justice, Supreme Court Place 3",,REP,Debra Lehmann,250,149,101
Medina,3C,"Justice, Supreme Court Place 3",,REP,Micahel Massengale,163,88,75
Medina,3C,"Justice, Supreme Court Place 3",,DEM,Mike Westergren,100,53,47
Medina,3C,"Justice, Supreme Court Place 5",,REP,Rick Green,228,121,107
Medina,3C,"Justice, Supreme Court Place 5",,REP,Paul Green,177,112,65
Medina,3C,"Justice, Supreme Court Place 5",,DEM,Dori Contreras Garza,109,52,57
Medina,3C,"Justice, Supreme Court Place 9",,REP,Joe Pool,224,124,100
Medina,3C,"Justice, Supreme Court Place 9",,REP,Eva Guzman,186,114,72
Medina,3C,"Justice, Supreme Court Place 9",,DEM,Savannah Robinson,97,51,46
Medina,3C,"Judge, Court of Criminal Appeals Place 2",,REP,Ray Wheless,130,76,54
Medina,3C,"Judge, Court of Criminal Appeals Place 2",,REP,Mary Lou Keel,157,86,71
Medina,3C,"Judge, Court of Criminal Appeals Place 2",,REP,Chris Oldner,106,68,38
Medina,3C,"Judge, Court of Criminal Appeals Place 2",,DEM,"Lawerence ""Larry"" Meyers",95,51,44
Medina,3C,"Judge, Court of Criminal Appeals Place 5",,REP,Scott Walker,169,92,77
Medina,3C,"Judge, Court of Criminal Appeals Place 5",,REP,Brent Webster,47,34,13
Medina,3C,"Judge, Court of Criminal Appeals Place 5",,REP,Steve Smith,85,45,40
Medina,3C,"Judge, Court of Criminal Appeals Place 5",,REP,Sid Harle,93,58,35
Medina,3C,"Judge, Court of Criminal Appeals Place 5",,DEM,Betsy Johnson,98,50,48
Medina,3C,"Judge, Court of Criminal Appeals Place 6",,REP,Richard Davis,219,114,105
Medina,3C,"Judge, Court of Criminal Appeals Place 6",,REP,Michael E. Keasler,160,108,52
Medina,3C,"Judge, Court of Criminal Appeals Place 6",,DEM,Robert Burns,95,51,44
Medina,3C,"Member, State Board of Education Dis. 1",,DEM,Georgina Perez,77,33,44
Medina,3C,"Member, State Board of Education Dis. 1",,DEM,Lynn Oliver,30,14,16
Medina,3C,"Member, State Board of Education Dis. 1",,DEM,"Joe Fierro, Jr.",18,9,9
Medina,3C,State Senator,19,REP,Peter P. Flores,359,204,155
Medina,3C,State Senator,19,DEM,Helen Madia,37,18,19
Medina,3C,State Senator,19,DEM,Carlos I. Uresti ,102,40,62
Medina,3C,State Representative,53,REP,Andrew Murr,373,213,160
Medina,3C,State Representative,53,DEM,Stephanie Lochte Ertel,97,51,46
Medina,3C,Justice 4th Court of Appeals District Place 6,,REP,Jason Pulliam,353,202,151
Medina,3C,Justice 4th Court of Appeals District Place 6,,DEM,Irene Rios,106,52,54
Medina,3C,PROPOSITION 1,,REP,FOR,352,210,142
Medina,3C,PROPOSITION 1,,REP,AGAINST,105,42,63
Medina,3C,PROPOSITION 2,,REP,FOR,308,162,146
Medina,3C,PROPOSITION 2,,REP,AGAINST,160,95,65
Medina,3C,PROPOSITION 3,,REP,FOR,374,205,169
Medina,3C,PROPOSITION 3,,REP,AGAINST,86,49,37
Medina,3C,PROPOSITION 4,,REP,FOR,439,241,198
Medina,3C,PROPOSITION 4,,REP,AGAINST,21,12,9
Medina,3C,REFERENDA ITEM 1,,DEM,FOR,121,57,64
Medina,3C,REFERENDA ITEM 1,,DEM,AGAINST,8,4,4
Medina,3C,REFERENDA ITEM 2,,DEM,FOR,117,57,60
Medina,3C,REFERENDA ITEM 2,,DEM,AGAINST,7,2,5
Medina,3C,REFERENDA ITEM 3,,DEM,FOR,118,56,62
Medina,3C,REFERENDA ITEM 3,,DEM,AGAINST,8,4,4
Medina,3C,REFERENDA ITEM 4,,DEM,FOR,120,55,65
Medina,3C,REFERENDA ITEM 4,,DEM,AGAINST,7,5,2
Medina,3C,REFERENDA ITEM 5,,DEM,FOR,88,44,44
Medina,3C,REFERENDA ITEM 5,,DEM,AGAINST,38,17,21
Medina,3C,REFERENDA ITEM 6,,DEM,FOR,117,57,60
Medina,3C,REFERENDA ITEM 6,,DEM,AGAINST,12,5,7
Medina,3D,Registered Voters - Total,,,,2669,,
Medina,3D,President,,REP,Carly Fiorina,1,0,1
Medina,3D,President,,REP,Rick Santorum,0,0,0
Medina,3D,President,,REP,Marco Rubio,43,15,28
Medina,3D,President,,REP,Rand Paul,2,2,0
Medina,3D,President,,REP,Mike Huckabee,0,0,0
Medina,3D,President,,REP,Elizabeth Gray,0,0,0
Medina,3D,President,,REP,Chris Christie,0,0,0
Medina,3D,President,,REP,Jeb Bush,7,6,1
Medina,3D,President,,REP,Ted Cruz,137,78,59
Medina,3D,President,,REP,Lindsey Graham,0,0,0
Medina,3D,President,,REP,Ben Carson,12,6,6
Medina,3D,President,,REP,Donald J. Trump,44,22,22
Medina,3D,President,,REP,John R. Kasich,3,1,2
Medina,3D,President,,REP,Uncommitted,9,4,5
Medina,3D,President,,DEM,Willie L. Wilson,0,0,0
Medina,3D,President,,DEM,Star Locke,1,1,0
Medina,3D,President,,DEM,Hillary Clinton,163,69,94
Medina,3D,President,,DEM,Keith Judd,0,0,0
Medina,3D,President,,DEM,"Roque ""Rocky"" De La Fuente",1,0,1
Medina,3D,President,,DEM,Martin J. O'Malley,1,1,0
Medina,3D,President,,DEM,Calvis L. Hawes,0,0,0
Medina,3D,President,,DEM,Bernie Sanders,48,15,33
Medina,3D,U.S. House,23,REP,"William ""Hart"" Peterson",36,16,20
Medina,3D,U.S. House,23,REP,Will Hurd,188,107,81
Medina,3D,U.S. House,23,DEM,Lee Keenen,13,4,9
Medina,3D,U.S. House,23,DEM,Pete P. Gallego,183,81,102
Medina,3D,Railroad Commissioner,,REP,Gary Gates,49,33,16
Medina,3D,Railroad Commissioner,,REP,John Greytok,1,0,1
Medina,3D,Railroad Commissioner,,REP,Weston Martinez,39,13,26
Medina,3D,Railroad Commissioner,,REP,Ron Hale,19,12,7
Medina,3D,Railroad Commissioner,,REP,Lance N. Christian,23,15,8
Medina,3D,Railroad Commissioner,,REP,Doug Jeffrey,17,9,8
Medina,3D,Railroad Commissioner,,REP,Wayne Christian,48,26,22
Medina,3D,Railroad Commissioner,,DEM,Lon Burnam,21,9,12
Medina,3D,Railroad Commissioner,,DEM,Grady Yarbrough,63,28,35
Medina,3D,Railroad Commissioner,,DEM,Cody Garrett,65,27,38
Medina,3D,"Justice, Supreme Court Place 3",,REP,Debra Lehmann,133,71,62
Medina,3D,"Justice, Supreme Court Place 3",,REP,Micahel Massengale,67,41,26
Medina,3D,"Justice, Supreme Court Place 3",,DEM,Mike Westergren,132,67,65
Medina,3D,"Justice, Supreme Court Place 5",,REP,Rick Green,112,58,54
Medina,3D,"Justice, Supreme Court Place 5",,REP,Paul Green,80,46,34
Medina,3D,"Justice, Supreme Court Place 5",,DEM,Dori Contreras Garza,161,73,88
Medina,3D,"Justice, Supreme Court Place 9",,REP,Joe Pool,76,51,25
Medina,3D,"Justice, Supreme Court Place 9",,REP,Eva Guzman,126,61,65
Medina,3D,"Justice, Supreme Court Place 9",,DEM,Savannah Robinson,141,67,74
Medina,3D,"Judge, Court of Criminal Appeals Place 2",,REP,Ray Wheless,59,34,25
Medina,3D,"Judge, Court of Criminal Appeals Place 2",,REP,Mary Lou Keel,99,52,47
Medina,3D,"Judge, Court of Criminal Appeals Place 2",,REP,Chris Oldner,26,17,9
Medina,3D,"Judge, Court of Criminal Appeals Place 2",,DEM,"Lawerence ""Larry"" Meyers",137,64,73
Medina,3D,"Judge, Court of Criminal Appeals Place 5",,REP,Scott Walker,87,45,42
Medina,3D,"Judge, Court of Criminal Appeals Place 5",,REP,Brent Webster,22,11,11
Medina,3D,"Judge, Court of Criminal Appeals Place 5",,REP,Steve Smith,43,22,21
Medina,3D,"Judge, Court of Criminal Appeals Place 5",,REP,Sid Harle,36,28,8
Medina,3D,"Judge, Court of Criminal Appeals Place 5",,DEM,Betsy Johnson,138,65,73
Medina,3D,"Judge, Court of Criminal Appeals Place 6",,REP,Richard Davis,115,59,56
Medina,3D,"Judge, Court of Criminal Appeals Place 6",,REP,Michael E. Keasler,66,40,26
Medina,3D,"Judge, Court of Criminal Appeals Place 6",,DEM,Robert Burns,135,65,70
Medina,3D,"Member, State Board of Education Dis. 1",,DEM,Georgina Perez,114,50,64
Medina,3D,"Member, State Board of Education Dis. 1",,DEM,Lynn Oliver,26,11,15
Medina,3D,"Member, State Board of Education Dis. 1",,DEM,"Joe Fierro, Jr.",29,14,15
Medina,3D,State Senator,19,REP,Peter P. Flores,176,95,81
Medina,3D,State Senator,19,DEM,Helen Madia,60,25,35
Medina,3D,State Senator,19,DEM,Carlos I. Uresti ,128,60,68
Medina,3D,State Representative,53,REP,Andrew Murr,193,111,82
Medina,3D,State Representative,53,DEM,Stephanie Lochte Ertel,137,63,74
Medina,3D,Justice 4th Court of Appeals District Place 6,,REP,Jason Pulliam,174,96,78
Medina,3D,Justice 4th Court of Appeals District Place 6,,DEM,Irene Rios,163,71,92
Medina,3D,PROPOSITION 1,,REP,FOR,152,85,67
Medina,3D,PROPOSITION 1,,REP,AGAINST,76,40,36
Medina,3D,PROPOSITION 2,,REP,FOR,140,75,65
Medina,3D,PROPOSITION 2,,REP,AGAINST,87,48,39
Medina,3D,PROPOSITION 3,,REP,FOR,178,96,82
Medina,3D,PROPOSITION 3,,REP,AGAINST,51,31,20
Medina,3D,PROPOSITION 4,,REP,FOR,202,109,93
Medina,3D,PROPOSITION 4,,REP,AGAINST,26,16,10
Medina,3D,REFERENDA ITEM 1,,DEM,FOR,179,78,101
Medina,3D,REFERENDA ITEM 1,,DEM,AGAINST,15,9,6
Medina,3D,REFERENDA ITEM 2,,DEM,FOR,169,76,93
Medina,3D,REFERENDA ITEM 2,,DEM,AGAINST,22,8,14
Medina,3D,REFERENDA ITEM 3,,DEM,FOR,172,75,97
Medina,3D,REFERENDA ITEM 3,,DEM,AGAINST,18,12,6
Medina,3D,REFERENDA ITEM 4,,DEM,FOR,180,80,100
Medina,3D,REFERENDA ITEM 4,,DEM,AGAINST,9,3,6
Medina,3D,REFERENDA ITEM 5,,DEM,FOR,116,58,58
Medina,3D,REFERENDA ITEM 5,,DEM,AGAINST,82,30,52
Medina,3D,REFERENDA ITEM 6,,DEM,FOR,175,74,101
Medina,3D,REFERENDA ITEM 6,,DEM,AGAINST,21,10,11
Medina,4A,Registered Voters - Total,,,,1709,,
Medina,4A,President,,REP,Carly Fiorina,0,0,0
Medina,4A,President,,REP,Rick Santorum,1,0,1
Medina,4A,President,,REP,Marco Rubio,48,40,8
Medina,4A,President,,REP,Rand Paul,0,0,0
Medina,4A,President,,REP,Mike Huckabee,2,1,1
Medina,4A,President,,REP,Elizabeth Gray,0,0,0
Medina,4A,President,,REP,Chris Christie,1,1,0
Medina,4A,President,,REP,Jeb Bush,5,4,1
Medina,4A,President,,REP,Ted Cruz,233,140,93
Medina,4A,President,,REP,Lindsey Graham,0,0,0
Medina,4A,President,,REP,Ben Carson,17,14,3
Medina,4A,President,,REP,Donald J. Trump,125,77,48
Medina,4A,President,,REP,John R. Kasich,5,4,1
Medina,4A,President,,REP,Uncommitted,10,7,3
Medina,4A,President,,DEM,Willie L. Wilson,0,0,0
Medina,4A,President,,DEM,Star Locke,0,0,0
Medina,4A,President,,DEM,Hillary Clinton,46,18,28
Medina,4A,President,,DEM,Keith Judd,0,0,0
Medina,4A,President,,DEM,"Roque ""Rocky"" De La Fuente",1,0,1
Medina,4A,President,,DEM,Martin J. O'Malley,0,0,0
Medina,4A,President,,DEM,Calvis L. Hawes,1,0,1
Medina,4A,President,,DEM,Bernie Sanders,7,1,6
Medina,4A,U.S. House,23,REP,"William ""Hart"" Peterson",86,54,32
Medina,4A,U.S. House,23,REP,Will Hurd,322,209,113
Medina,4A,U.S. House,23,DEM,Lee Keenen,3,1,2
Medina,4A,U.S. House,23,DEM,Pete P. Gallego,47,18,29
Medina,4A,Railroad Commissioner,,REP,Gary Gates,139,92,47
Medina,4A,Railroad Commissioner,,REP,John Greytok,18,15,3
Medina,4A,Railroad Commissioner,,REP,Weston Martinez,15,9,6
Medina,4A,Railroad Commissioner,,REP,Ron Hale,53,34,19
Medina,4A,Railroad Commissioner,,REP,Lance N. Christian,25,12,13
Medina,4A,Railroad Commissioner,,REP,Doug Jeffrey,24,11,13
Medina,4A,Railroad Commissioner,,REP,Wayne Christian,80,51,29
Medina,4A,Railroad Commissioner,,DEM,Lon Burnam,8,4,4
Medina,4A,Railroad Commissioner,,DEM,Grady Yarbrough,20,6,14
Medina,4A,Railroad Commissioner,,DEM,Cody Garrett,17,6,11
Medina,4A,"Justice, Supreme Court Place 3",,REP,Debra Lehmann,206,130,76
Medina,4A,"Justice, Supreme Court Place 3",,REP,Micahel Massengale,157,101,56
Medina,4A,"Justice, Supreme Court Place 3",,DEM,Mike Westergren,32,13,19
Medina,4A,"Justice, Supreme Court Place 5",,REP,Rick Green,213,125,88
Medina,4A,"Justice, Supreme Court Place 5",,REP,Paul Green,143,101,42
Medina,4A,"Justice, Supreme Court Place 5",,DEM,Dori Contreras Garza,36,14,22
Medina,4A,"Justice, Supreme Court Place 9",,REP,Joe Pool,208,139,69
Medina,4A,"Justice, Supreme Court Place 9",,REP,Eva Guzman,150,89,61
Medina,4A,"Justice, Supreme Court Place 9",,DEM,Savannah Robinson,31,12,19
Medina,4A,"Judge, Court of Criminal Appeals Place 2",,REP,Ray Wheless,142,80,62
Medina,4A,"Judge, Court of Criminal Appeals Place 2",,REP,Mary Lou Keel,123,79,44
Medina,4A,"Judge, Court of Criminal Appeals Place 2",,REP,Chris Oldner,68,49,19
Medina,4A,"Judge, Court of Criminal Appeals Place 2",,DEM,"Lawerence ""Larry"" Meyers",31,12,19
Medina,4A,"Judge, Court of Criminal Appeals Place 5",,REP,Scott Walker,178,122,56
Medina,4A,"Judge, Court of Criminal Appeals Place 5",,REP,Brent Webster,35,16,19
Medina,4A,"Judge, Court of Criminal Appeals Place 5",,REP,Steve Smith,65,34,31
Medina,4A,"Judge, Court of Criminal Appeals Place 5",,REP,Sid Harle,64,46,18
Medina,4A,"Judge, Court of Criminal Appeals Place 5",,DEM,Betsy Johnson,31,12,19
Medina,4A,"Judge, Court of Criminal Appeals Place 6",,REP,Richard Davis,205,127,78
Medina,4A,"Judge, Court of Criminal Appeals Place 6",,REP,Michael E. Keasler,122,78,44
Medina,4A,"Judge, Court of Criminal Appeals Place 6",,DEM,Robert Burns,31,12,19
Medina,4A,"Member, State Board of Education Dis. 1",,DEM,Georgina Perez,25,9,16
Medina,4A,"Member, State Board of Education Dis. 1",,DEM,Lynn Oliver,7,4,3
Medina,4A,"Member, State Board of Education Dis. 1",,DEM,"Joe Fierro, Jr.",7,2,5
Medina,4A,State Senator,19,REP,Peter P. Flores,309,195,114
Medina,4A,State Senator,19,DEM,Helen Madia,10,3,7
Medina,4A,State Senator,19,DEM,Carlos I. Uresti ,39,17,22
Medina,4A,State Representative,53,REP,Andrew Murr,333,213,120
Medina,4A,State Representative,53,DEM,Stephanie Lochte Ertel,29,11,18
Medina,4A,Justice 4th Court of Appeals District Place 6,,REP,Jason Pulliam,312,197,115
Medina,4A,Justice 4th Court of Appeals District Place 6,,DEM,Irene Rios,34,12,22
Medina,4A,PROPOSITION 1,,REP,FOR,314,193,121
Medina,4A,PROPOSITION 1,,REP,AGAINST,103,75,28
Medina,4A,PROPOSITION 2,,REP,FOR,274,169,105
Medina,4A,PROPOSITION 2,,REP,AGAINST,152,106,46
Medina,4A,PROPOSITION 3,,REP,FOR,351,226,125
Medina,4A,PROPOSITION 3,,REP,AGAINST,63,39,24
Medina,4A,PROPOSITION 4,,REP,FOR,404,260,144
Medina,4A,PROPOSITION 4,,REP,AGAINST,14,8,6
Medina,4A,REFERENDA ITEM 1,,DEM,FOR,40,18,22
Medina,4A,REFERENDA ITEM 1,,DEM,AGAINST,5,1,4
Medina,4A,REFERENDA ITEM 2,,DEM,FOR,39,19,20
Medina,4A,REFERENDA ITEM 2,,DEM,AGAINST,5,0,5
Medina,4A,REFERENDA ITEM 3,,DEM,FOR,39,17,22
Medina,4A,REFERENDA ITEM 3,,DEM,AGAINST,6,2,4
Medina,4A,REFERENDA ITEM 4,,DEM,FOR,43,16,27
Medina,4A,REFERENDA ITEM 4,,DEM,AGAINST,3,1,2
Medina,4A,REFERENDA ITEM 5,,DEM,FOR,31,11,20
Medina,4A,REFERENDA ITEM 5,,DEM,AGAINST,15,9,6
Medina,4A,REFERENDA ITEM 6,,DEM,FOR,40,18,22
Medina,4A,REFERENDA ITEM 6,,DEM,AGAINST,5,1,4
Medina,4B,Registered Voters - Total,,,,3423,,
Medina,4B,President,,REP,Carly Fiorina,0,0,0
Medina,4B,President,,REP,Rick Santorum,1,1,0
Medina,4B,President,,REP,Marco Rubio,112,70,42
Medina,4B,President,,REP,Rand Paul,3,2,1
Medina,4B,President,,REP,Mike Huckabee,5,3,2
Medina,4B,President,,REP,Elizabeth Gray,1,1,0
Medina,4B,President,,REP,Chris Christie,1,1,0
Medina,4B,President,,REP,Jeb Bush,14,13,1
Medina,4B,President,,REP,Ted Cruz,331,172,159
Medina,4B,President,,REP,Lindsey Graham,1,0,1
Medina,4B,President,,REP,Ben Carson,42,32,10
Medina,4B,President,,REP,Donald J. Trump,249,149,100
Medina,4B,President,,REP,John R. Kasich,12,9,3
Medina,4B,President,,REP,Uncommitted,13,9,4
Medina,4B,President,,DEM,Willie L. Wilson,0,0,0
Medina,4B,President,,DEM,Star Locke,1,0,1
Medina,4B,President,,DEM,Hillary Clinton,102,49,53
Medina,4B,President,,DEM,Keith Judd,1,1,0
Medina,4B,President,,DEM,"Roque ""Rocky"" De La Fuente",1,0,1
Medina,4B,President,,DEM,Martin J. O'Malley,0,0,0
Medina,4B,President,,DEM,Calvis L. Hawes,0,0,0
Medina,4B,President,,DEM,Bernie Sanders,34,16,18
Medina,4B,U.S. House,23,REP,"William ""Hart"" Peterson",144,74,70
Medina,4B,U.S. House,23,REP,Will Hurd,545,346,199
Medina,4B,U.S. House,23,DEM,Lee Keenen,15,7,8
Medina,4B,U.S. House,23,DEM,Pete P. Gallego,116,59,57
Medina,4B,Railroad Commissioner,,REP,Gary Gates,209,132,77
Medina,4B,Railroad Commissioner,,REP,John Greytok,19,12,7
Medina,4B,Railroad Commissioner,,REP,Weston Martinez,55,33,22
Medina,4B,Railroad Commissioner,,REP,Ron Hale,95,52,43
Medina,4B,Railroad Commissioner,,REP,Lance N. Christian,50,24,26
Medina,4B,Railroad Commissioner,,REP,Doug Jeffrey,45,25,20
Medina,4B,Railroad Commissioner,,REP,Wayne Christian,141,94,47
Medina,4B,Railroad Commissioner,,DEM,Lon Burnam,19,10,9
Medina,4B,Railroad Commissioner,,DEM,Grady Yarbrough,64,35,29
Medina,4B,Railroad Commissioner,,DEM,Cody Garrett,36,16,20
Medina,4B,"Justice, Supreme Court Place 3",,REP,Debra Lehmann,395,243,152
Medina,4B,"Justice, Supreme Court Place 3",,REP,Micahel Massengale,235,139,96
Medina,4B,"Justice, Supreme Court Place 3",,DEM,Mike Westergren,103,55,48
Medina,4B,"Justice, Supreme Court Place 5",,REP,Rick Green,374,212,162
Medina,4B,"Justice, Supreme Court Place 5",,REP,Paul Green,238,160,78
Medina,4B,"Justice, Supreme Court Place 5",,DEM,Dori Contreras Garza,117,59,58
Medina,4B,"Justice, Supreme Court Place 9",,REP,Joe Pool,339,216,123
Medina,4B,"Justice, Supreme Court Place 9",,REP,Eva Guzman,280,155,125
Medina,4B,"Justice, Supreme Court Place 9",,DEM,Savannah Robinson,104,55,49
Medina,4B,"Judge, Court of Criminal Appeals Place 2",,REP,Ray Wheless,185,105,80
Medina,4B,"Judge, Court of Criminal Appeals Place 2",,REP,Mary Lou Keel,270,168,102
Medina,4B,"Judge, Court of Criminal Appeals Place 2",,REP,Chris Oldner,131,84,47
Medina,4B,"Judge, Court of Criminal Appeals Place 2",,DEM,"Lawerence ""Larry"" Meyers",105,52,53
Medina,4B,"Judge, Court of Criminal Appeals Place 5",,REP,Scott Walker,295,179,116
Medina,4B,"Judge, Court of Criminal Appeals Place 5",,REP,Brent Webster,62,35,27
Medina,4B,"Judge, Court of Criminal Appeals Place 5",,REP,Steve Smith,101,62,39
Medina,4B,"Judge, Court of Criminal Appeals Place 5",,REP,Sid Harle,148,95,53
Medina,4B,"Judge, Court of Criminal Appeals Place 5",,DEM,Betsy Johnson,107,54,53
Medina,4B,"Judge, Court of Criminal Appeals Place 6",,REP,Richard Davis,357,219,138
Medina,4B,"Judge, Court of Criminal Appeals Place 6",,REP,Michael E. Keasler,224,134,90
Medina,4B,"Judge, Court of Criminal Appeals Place 6",,DEM,Robert Burns,110,55,55
Medina,4B,"Member, State Board of Education Dis. 1",,DEM,Georgina Perez,75,38,37
Medina,4B,"Member, State Board of Education Dis. 1",,DEM,Lynn Oliver,23,13,10
Medina,4B,"Member, State Board of Education Dis. 1",,DEM,"Joe Fierro, Jr.",24,11,13
Medina,4B,State Senator,19,REP,Peter P. Flores,567,344,223
Medina,4B,State Senator,19,DEM,Helen Madia,38,21,17
Medina,4B,State Senator,19,DEM,Carlos I. Uresti ,93,46,47
Medina,4B,State Representative,53,REP,Andrew Murr,590,362,228
Medina,4B,State Representative,53,DEM,Stephanie Lochte Ertel,104,52,52
Medina,4B,Justice 4th Court of Appeals District Place 6,,REP,Jason Pulliam,570,347,223
Medina,4B,Justice 4th Court of Appeals District Place 6,,DEM,Irene Rios,113,57,56
Medina,4B,PROPOSITION 1,,REP,FOR,539,330,209
Medina,4B,PROPOSITION 1,,REP,AGAINST,181,108,73
Medina,4B,PROPOSITION 2,,REP,FOR,464,275,189
Medina,4B,PROPOSITION 2,,REP,AGAINST,265,165,100
Medina,4B,PROPOSITION 3,,REP,FOR,602,368,234
Medina,4B,PROPOSITION 3,,REP,AGAINST,108,57,51
Medina,4B,PROPOSITION 4,,REP,FOR,691,422,269
Medina,4B,PROPOSITION 4,,REP,AGAINST,26,13,13
Medina,4B,REFERENDA ITEM 1,,DEM,FOR,123,62,61
Medina,4B,REFERENDA ITEM 1,,DEM,AGAINST,8,4,4
Medina,4B,REFERENDA ITEM 2,,DEM,FOR,126,62,64
Medina,4B,REFERENDA ITEM 2,,DEM,AGAINST,8,5,3
Medina,4B,REFERENDA ITEM 3,,DEM,FOR,117,62,55
Medina,4B,REFERENDA ITEM 3,,DEM,AGAINST,15,5,10
Medina,4B,REFERENDA ITEM 4,,DEM,FOR,121,60,61
Medina,4B,REFERENDA ITEM 4,,DEM,AGAINST,13,7,6
Medina,4B,REFERENDA ITEM 5,,DEM,FOR,96,49,47
Medina,4B,REFERENDA ITEM 5,,DEM,AGAINST,41,19,22
Medina,4B,REFERENDA ITEM 6,,DEM,FOR,119,60,59
Medina,4B,REFERENDA ITEM 6,,DEM,AGAINST,15,8,7
Medina,4C,Registered Voters - Total,,,,1491,,
Medina,4C,President,,REP,Carly Fiorina,0,0,0
Medina,4C,President,,REP,Rick Santorum,0,0,0
Medina,4C,President,,REP,Marco Rubio,21,9,12
Medina,4C,President,,REP,Rand Paul,0,0,0
Medina,4C,President,,REP,Mike Huckabee,0,0,0
Medina,4C,President,,REP,Elizabeth Gray,0,0,0
Medina,4C,President,,REP,Chris Christie,0,0,0
Medina,4C,President,,REP,Jeb Bush,1,1,0
Medina,4C,President,,REP,Ted Cruz,80,39,41
Medina,4C,President,,REP,Lindsey Graham,0,0,0
Medina,4C,President,,REP,Ben Carson,7,1,6
Medina,4C,President,,REP,Donald J. Trump,50,26,24
Medina,4C,President,,REP,John R. Kasich,4,3,1
Medina,4C,President,,REP,Uncommitted,7,5,2
Medina,4C,President,,DEM,Willie L. Wilson,0,0,0
Medina,4C,President,,DEM,Star Locke,0,0,0
Medina,4C,President,,DEM,Hillary Clinton,67,9,58
Medina,4C,President,,DEM,Keith Judd,0,0,0
Medina,4C,President,,DEM,"Roque ""Rocky"" De La Fuente",2,1,1
